transaction_id,transaction_datetime,register,line_item,upc,product_name,quantity,unit_price
903,2024-01-17 17:37:26,5,2,040001256963,Maple Syrup,1,6.99
903,2024-01-17 17:37:26,5,3,040001330902,Milk,1,3.49
903,2024-01-17 17:37:26,5,4,040001404841,Onions,1,1.19
903,2024-01-17 17:37:26,5,5,040001478780,Pancake Mix,1,3.19
904,2024-01-17 17:49:22,4,1,040000887268,Guacamole,1,5.99
904,2024-01-17 17:49:22,4,2,040001330902,Milk,1,3.49
904,2024-01-17 17:49:22,4,3,040001404841,Onions,1,1.19
904,2024-01-17 17:49:22,4,4,040001996353,Salsa,1,4.49
904,2024-01-17 17:49:22,4,5,040002218170,Tortilla Chips,1,3.99
905,2024-01-17 17:55:35,8,1,040000073939,Bananas,1,0.59
905,2024-01-17 17:55:35,8,2,040000591512,Eggs,2,4.29
905,2024-01-17 17:55:35,8,3,040000665451,Frozen Pizza,2,5.99
905,2024-01-17 17:55:35,8,4,040000961207,Ice Cream,1,4.99
905,2024-01-17 17:55:35,8,5,040001035146,Jelly,2,3.49
905,2024-01-17 17:55:35,8,6,040001330902,Milk,1,3.49
905,2024-01-17 17:55:35,8,7,040001848475,Peanut Butter,1,4.99
906,2024-01-17 17:56:03,10,1,040000073939,Bananas,1,0.59
906,2024-01-17 17:56:03,10,2,040000591512,Eggs,2,4.29
906,2024-01-17 17:56:03,10,3,040001700597,Pasta,1,1.79
906,2024-01-17 17:56:03,10,4,040001774536,Pasta Sauce,1,3.29
907,2024-01-17 18:04:29,3,1,040000073939,Bananas,1,0.59
907,2024-01-17 18:04:29,3,2,040000147878,Bread,2,2.99
907,2024-01-17 18:04:29,3,3,040000591512,Eggs,3,4.29
907,2024-01-17 18:04:29,3,4,040000665451,Frozen Pizza,1,5.99
907,2024-01-17 18:04:29,3,5,040000961207,Ice Cream,1,4.99
907,2024-01-17 18:04:29,3,6,040001256963,Maple Syrup,1,6.99
907,2024-01-17 18:04:29,3,7,040001330902,Milk,1,3.49
907,2024-01-17 18:04:29,3,8,040001478780,Pancake Mix,2,3.19
908,2024-01-17 18:09:58,10,1,040001035146,Jelly,1,3.49
908,2024-01-17 18:09:58,10,2,040001330902,Milk,1,3.49
908,2024-01-17 18:09:58,10,3,040001848475,Peanut Butter,2,4.99
909,2024-01-17 18:19:29,6,1,040000073939,Bananas,1,0.59
909,2024-01-17 18:19:29,6,2,040000369695,Chicken Breast,1,7.99
909,2024-01-17 18:19:29,6,3,040000591512,Eggs,2,4.29
909,2024-01-17 18:19:29,6,4,040001404841,Onions,1,1.19
910,2024-01-17 18:22:56,5,1,040000591512,Eggs,1,4.29
910,2024-01-17 18:22:56,5,2,040001700597,Pasta,1,1.79
910,2024-01-17 18:22:56,5,3,040001774536,Pasta Sauce,1,3.29
911,2024-01-17 18:32:11,3,1,040000147878,Bread,1,2.99
911,2024-01-17 18:32:11,3,2,040000221817,Burger Buns,1,2.49
911,2024-01-17 18:32:11,3,3,040000739390,Ground Beef,1,6.49
911,2024-01-17 18:32:11,3,4,040001330902,Milk,1,3.49
912,2024-01-17 18:34:11,10,1,040000961207,Ice Cream,1,4.99
912,2024-01-17 18:34:11,10,2,040001330902,Milk,1,3.49
912,2024-01-17 18:34:11,10,3,040001404841,Onions,1,1.19
913,2024-01-17 18:52:58,2,1,040000221817,Burger Buns,1,2.49
913,2024-01-17 18:52:58,2,2,040000591512,Eggs,1,4.29
913,2024-01-17 18:52:58,2,3,040000739390,Ground Beef,1,6.49
913,2024-01-17 18:52:58,2,4,040001109085,Ketchup,1,2.99
913,2024-01-17 18:52:58,2,5,040001330902,Milk,2,3.49
913,2024-01-17 18:52:58,2,6,040001552719,Paper Towels,3,6.49
914,2024-01-17 19:01:11,4,1,040000147878,Bread,2,2.99
914,2024-01-17 19:01:11,4,2,040001256963,Maple Syrup,1,6.99
914,2024-01-17 19:01:11,4,3,040001478780,Pancake Mix,2,3.19
915,2024-01-17 19:01:43,5,1,040000073939,Bananas,2,0.59
915,2024-01-17 19:01:43,5,2,040000443634,Coffee Creamer,1,3.79
915,2024-01-17 19:01:43,5,3,040000591512,Eggs,1,4.29
915,2024-01-17 19:01:43,5,4,040000813329,Ground Coffee,2,8.99
916,2024-01-17 19:20:57,7,1,040000073939,Bananas,1,0.59
916,2024-01-17 19:20:57,7,2,040000147878,Bread,1,2.99
916,2024-01-17 19:20:57,7,3,040001330902,Milk,1,3.49
916,2024-01-17 19:20:57,7,4,040001774536,Pasta Sauce,1,3.29
917,2024-01-17 19:35:43,1,1,040000147878,Bread,1,2.99
917,2024-01-17 19:35:43,1,2,040001183024,Lettuce,1,1.99
917,2024-01-17 19:35:43,1,3,040001330902,Milk,1,3.49
917,2024-01-17 19:35:43,1,4,040001996353,Salsa,1,4.49
917,2024-01-17 19:35:43,1,5,040002070292,Soda,1,1.99
917,2024-01-17 19:35:43,1,6,040002218170,Tortilla Chips,1,3.99
918,2024-01-17 19:45:57,2,1,040000073939,Bananas,1,0.59
918,2024-01-17 19:45:57,2,2,040000591512,Eggs,3,4.29
918,2024-01-17 19:45:57,2,3,040000665451,Frozen Pizza,2,5.99
918,2024-01-17 19:45:57,2,4,040000887268,Guacamole,1,5.99
918,2024-01-17 19:45:57,2,5,040001996353,Salsa,1,4.49
918,2024-01-17 19:45:57,2,6,040002070292,Soda,1,1.99
918,2024-01-17 19:45:57,2,7,040002218170,Tortilla Chips,2,3.99
919,2024-01-17 19:54:01,3,1,040000073939,Bananas,1,0.59
919,2024-01-17 19:54:01,3,2,040000147878,Bread,2,2.99
919,2024-01-17 19:54:01,3,3,040001478780,Pancake Mix,2,3.19
920,2024-01-17 20:31:33,9,1,040000591512,Eggs,1,4.29
920,2024-01-17 20:31:33,9,2,040001552719,Paper Towels,2,6.49
920,2024-01-17 20:31:33,9,3,040001700597,Pasta,1,1.79
920,2024-01-17 20:31:33,9,4,040001774536,Pasta Sauce,1,3.29
920,2024-01-17 20:31:33,9,5,040001922414,Rice,1,4.49
921,2024-01-18 07:14:10,3,1,040001183024,Lettuce,3,1.99
921,2024-01-18 07:14:10,3,2,040001700597,Pasta,2,1.79
921,2024-01-18 07:14:10,3,3,040001774536,Pasta Sauce,1,3.29
922,2024-01-18 08:25:56,3,1,040000443634,Coffee Creamer,1,3.79
922,2024-01-18 08:25:56,3,2,040000517573,Dish Soap,1,3.99
922,2024-01-18 08:25:56,3,3,040000813329,Ground Coffee,1,8.99
922,2024-01-18 08:25:56,3,4,040001330902,Milk,1,3.49
923,2024-01-18 08:49:05,6,1,040000000000,Apples,3,2.49
923,2024-01-18 08:49:05,6,2,040001552719,Paper Towels,3,6.49
923,2024-01-18 08:49:05,6,3,040001700597,Pasta,1,1.79
924,2024-01-18 09:04:23,9,1,040000073939,Bananas,1,0.59
924,2024-01-18 09:04:23,9,2,040000147878,Bread,1,2.99
924,2024-01-18 09:04:23,9,3,040000443634,Coffee Creamer,3,3.79
924,2024-01-18 09:04:23,9,4,040000591512,Eggs,3,4.29
924,2024-01-18 09:04:23,9,5,040000813329,Ground Coffee,3,8.99
924,2024-01-18 09:04:23,9,6,040001183024,Lettuce,2,1.99
924,2024-01-18 09:04:23,9,7,040001330902,Milk,1,3.49
925,2024-01-18 09:13:11,4,1,040000073939,Bananas,1,0.59
925,2024-01-18 09:13:11,4,2,040000147878,Bread,1,2.99
925,2024-01-18 09:13:11,4,3,040000591512,Eggs,1,4.29
925,2024-01-18 09:13:11,4,4,040000961207,Ice Cream,3,4.99
925,2024-01-18 09:13:11,4,5,040001700597,Pasta,1,1.79
925,2024-01-18 09:13:11,4,6,040001774536,Pasta Sauce,1,3.29
926,2024-01-18 09:30:28,3,1,040000000000,Apples,1,2.49
926,2024-01-18 09:30:28,3,2,040000073939,Bananas,1,0.59
926,2024-01-18 09:30:28,3,3,040000739390,Ground Beef,1,6.49
926,2024-01-18 09:30:28,3,4,040001552719,Paper Towels,1,6.49
927,2024-01-18 10:09:28,2,1,040000147878,Bread,1,2.99
927,2024-01-18 10:09:28,2,2,040000221817,Burger Buns,1,2.49
927,2024-01-18 10:09:28,2,3,040000591512,Eggs,1,4.29
927,2024-01-18 10:09:28,2,4,040000739390,Ground Beef,3,6.49
927,2024-01-18 10:09:28,2,5,040001109085,Ketchup,1,2.99
928,2024-01-18 10:49:17,5,1,040000000000,Apples,1,2.49
928,2024-01-18 10:49:17,5,2,040000073939,Bananas,1,0.59
928,2024-01-18 10:49:17,5,3,040000147878,Bread,1,2.99
928,2024-01-18 10:49:17,5,4,040000665451,Frozen Pizza,2,5.99
928,2024-01-18 10:49:17,5,5,040000887268,Guacamole,1,5.99
928,2024-01-18 10:49:17,5,6,040001330902,Milk,2,3.49
928,2024-01-18 10:49:17,5,7,040001996353,Salsa,1,4.49
928,2024-01-18 10:49:17,5,8,040002070292,Soda,1,1.99
928,2024-01-18 10:49:17,5,9,040002218170,Tortilla Chips,1,3.99
929,2024-01-18 10:50:40,10,1,040000221817,Burger Buns,2,2.49
929,2024-01-18 10:50:40,10,2,040000295756,Carrots,3,1.49
929,2024-01-18 10:50:40,10,3,040000739390,Ground Beef,2,6.49
929,2024-01-18 10:50:40,10,4,040001183024,Lettuce,1,1.99
930,2024-01-18 11:03:01,3,1,040000073939,Bananas,1,0.59
930,2024-01-18 11:03:01,3,2,040000147878,Bread,2,2.99
930,2024-01-18 11:03:01,3,3,040000295756,Carrots,2,1.49
930,2024-01-18 11:03:01,3,4,040000591512,Eggs,1,4.29
930,2024-01-18 11:03:01,3,5,040001330902,Milk,1,3.49
931,2024-01-18 11:22:25,6,1,040000221817,Burger Buns,1,2.49
931,2024-01-18 11:22:25,6,2,040000369695,Chicken Breast,1,7.99
931,2024-01-18 11:22:25,6,3,040000739390,Ground Beef,1,6.49
931,2024-01-18 11:22:25,6,4,040001109085,Ketchup,2,2.99
932,2024-01-18 11:53:29,10,1,040000073939,Bananas,1,0.59
932,2024-01-18 11:53:29,10,2,040000443634,Coffee Creamer,1,3.79
932,2024-01-18 11:53:29,10,3,040000517573,Dish Soap,1,3.99
932,2024-01-18 11:53:29,10,4,040000813329,Ground Coffee,2,8.99
932,2024-01-18 11:53:29,10,5,040001330902,Milk,2,3.49
933,2024-01-18 12:27:34,3,1,040000591512,Eggs,3,4.29
933,2024-01-18 12:27:34,3,2,040001700597,Pasta,1,1.79
933,2024-01-18 12:27:34,3,3,040001774536,Pasta Sauce,2,3.29
934,2024-01-18 12:30:57,1,1,040000221817,Burger Buns,1,2.49
934,2024-01-18 12:30:57,1,2,040000295756,Carrots,2,1.49
934,2024-01-18 12:30:57,1,3,040000739390,Ground Beef,2,6.49
934,2024-01-18 12:30:57,1,4,040001109085,Ketchup,3,2.99
934,2024-01-18 12:30:57,1,5,040001330902,Milk,2,3.49
935,2024-01-18 13:09:49,7,1,040000591512,Eggs,1,4.29
935,2024-01-18 13:09:49,7,2,040000665451,Frozen Pizza,1,5.99
935,2024-01-18 13:09:49,7,3,040001183024,Lettuce,3,1.99
935,2024-01-18 13:09:49,7,4,040001256963,Maple Syrup,1,6.99
935,2024-01-18 13:09:49,7,5,040001330902,Milk,3,3.49
935,2024-01-18 13:09:49,7,6,040001478780,Pancake Mix,1,3.19
936,2024-01-18 13:13:27,7,1,040000073939,Bananas,2,0.59
936,2024-01-18 13:13:27,7,2,040000517573,Dish Soap,2,3.99
936,2024-01-18 13:13:27,7,3,040001330902,Milk,1,3.49
936,2024-01-18 13:13:27,7,4,040001996353,Salsa,1,4.49
936,2024-01-18 13:13:27,7,5,040002070292,Soda,3,1.99
936,2024-01-18 13:13:27,7,6,040002218170,Tortilla Chips,2,3.99
937,2024-01-18 13:17:25,6,1,040000147878,Bread,2,2.99
937,2024-01-18 13:17:25,6,2,040000591512,Eggs,3,4.29
937,2024-01-18 13:17:25,6,3,040001330902,Milk,1,3.49
937,2024-01-18 13:17:25,6,4,040001996353,Salsa,1,4.49
937,2024-01-18 13:17:25,6,5,040002218170,Tortilla Chips,1,3.99
938,2024-01-18 13:20:10,9,1,040000073939,Bananas,1,0.59
938,2024-01-18 13:20:10,9,2,040000591512,Eggs,1,4.29
938,2024-01-18 13:20:10,9,3,040001922414,Rice,2,4.49
938,2024-01-18 13:20:10,9,4,040001996353,Salsa,3,4.49
938,2024-01-18 13:20:10,9,5,040002070292,Soda,1,1.99
938,2024-01-18 13:20:10,9,6,040002144231,Tomatoes,2,2.99
938,2024-01-18 13:20:10,9,7,040002218170,Tortilla Chips,1,3.99
939,2024-01-18 13:36:17,5,1,040000591512,Eggs,1,4.29
939,2024-01-18 13:36:17,5,2,040000961207,Ice Cream,2,4.99
939,2024-01-18 13:36:17,5,3,040001996353,Salsa,1,4.49
939,2024-01-18 13:36:17,5,4,040002070292,Soda,3,1.99
939,2024-01-18 13:36:17,5,5,040002218170,Tortilla Chips,1,3.99
940,2024-01-18 14:20:25,10,1,040000000000,Apples,3,2.49
940,2024-01-18 14:20:25,10,2,040000147878,Bread,1,2.99
940,2024-01-18 14:20:25,10,3,040001183024,Lettuce,1,1.99
940,2024-01-18 14:20:25,10,4,040001626658,Parmesan,2,5.49
940,2024-01-18 14:20:25,10,5,040001700597,Pasta,1,1.79
940,2024-01-18 14:20:25,10,6,040001774536,Pasta Sauce,2,3.29
941,2024-01-18 14:44:10,3,1,040001256963,Maple Syrup,1,6.99
941,2024-01-18 14:44:10,3,2,040001330902,Milk,1,3.49
941,2024-01-18 14:44:10,3,3,040001478780,Pancake Mix,1,3.19
942,2024-01-18 15:18:52,2,1,040000073939,Bananas,1,0.59
942,2024-01-18 15:18:52,2,2,040000961207,Ice Cream,1,4.99
942,2024-01-18 15:18:52,2,3,040001330902,Milk,1,3.49
943,2024-01-18 15:20:26,2,1,040000147878,Bread,1,2.99
943,2024-01-18 15:20:26,2,2,040000295756,Carrots,1,1.49
943,2024-01-18 15:20:26,2,3,040000591512,Eggs,2,4.29
943,2024-01-18 15:20:26,2,4,040001256963,Maple Syrup,1,6.99
943,2024-01-18 15:20:26,2,5,040001404841,Onions,1,1.19
943,2024-01-18 15:20:26,2,6,040001478780,Pancake Mix,2,3.19
944,2024-01-18 15:30:48,3,1,040000073939,Bananas,1,0.59
944,2024-01-18 15:30:48,3,2,040000739390,Ground Beef,1,6.49
944,2024-01-18 15:30:48,3,3,040001404841,Onions,1,1.19
944,2024-01-18 15:30:48,3,4,040001922414,Rice,3,4.49
945,2024-01-18 15:30:53,8,1,040000073939,Bananas,1,0.59
945,2024-01-18 15:30:53,8,2,040000147878,Bread,1,2.99
945,2024-01-18 15:30:53,8,3,040001256963,Maple Syrup,1,6.99
945,2024-01-18 15:30:53,8,4,040001478780,Pancake Mix,1,3.19
945,2024-01-18 15:30:53,8,5,040001552719,Paper Towels,1,6.49
945,2024-01-18 15:30:53,8,6,040002144231,Tomatoes,3,2.99
946,2024-01-18 15:31:40,4,1,040000147878,Bread,1,2.99
946,2024-01-18 15:31:40,4,2,040000295756,Carrots,1,1.49
946,2024-01-18 15:31:40,4,3,040000517573,Dish Soap,1,3.99
946,2024-01-18 15:31:40,4,4,040001700597,Pasta,1,1.79
946,2024-01-18 15:31:40,4,5,040001774536,Pasta Sauce,1,3.29
947,2024-01-18 15:40:17,2,1,040000073939,Bananas,1,0.59
947,2024-01-18 15:40:17,2,2,040001996353,Salsa,2,4.49
947,2024-01-18 15:40:17,2,3,040002070292,Soda,3,1.99
947,2024-01-18 15:40:17,2,4,040002218170,Tortilla Chips,1,3.99
948,2024-01-18 15:46:34,9,1,040000073939,Bananas,1,0.59
948,2024-01-18 15:46:34,9,2,040000147878,Bread,1,2.99
948,2024-01-18 15:46:34,9,3,040000295756,Carrots,2,1.49
948,2024-01-18 15:46:34,9,4,040000887268,Guacamole,1,5.99
948,2024-01-18 15:46:34,9,5,040001996353,Salsa,2,4.49
948,2024-01-18 15:46:34,9,6,040002218170,Tortilla Chips,1,3.99
949,2024-01-18 15:55:08,2,1,040000221817,Burger Buns,2,2.49
949,2024-01-18 15:55:08,2,2,040000591512,Eggs,1,4.29
949,2024-01-18 15:55:08,2,3,040000739390,Ground Beef,2,6.49
949,2024-01-18 15:55:08,2,4,040001109085,Ketchup,1,2.99
949,2024-01-18 15:55:08,2,5,040001330902,Milk,1,3.49
950,2024-01-18 16:01:32,3,1,040000147878,Bread,2,2.99
950,2024-01-18 16:01:32,3,2,040000517573,Dish Soap,2,3.99
950,2024-01-18 16:01:32,3,3,040000665451,Frozen Pizza,2,5.99
950,2024-01-18 16:01:32,3,4,040001330902,Milk,1,3.49
951,2024-01-18 16:06:07,8,1,040000147878,Bread,1,2.99
951,2024-01-18 16:06:07,8,2,040001035146,Jelly,1,3.49
951,2024-01-18 16:06:07,8,3,040001848475,Peanut Butter,1,4.99
952,2024-01-18 16:08:17,2,1,040001626658,Parmesan,2,5.49
952,2024-01-18 16:08:17,2,2,040001700597,Pasta,1,1.79
952,2024-01-18 16:08:17,2,3,040001774536,Pasta Sauce,2,3.29
953,2024-01-18 16:28:30,6,1,040000000000,Apples,3,2.49
953,2024-01-18 16:28:30,6,2,040000147878,Bread,1,2.99
953,2024-01-18 16:28:30,6,3,040001330902,Milk,1,3.49
953,2024-01-18 16:28:30,6,4,040001700597,Pasta,1,1.79
953,2024-01-18 16:28:30,6,5,040001774536,Pasta Sauce,1,3.29
954,2024-01-18 16:43:10,1,1,040000591512,Eggs,3,4.29
954,2024-01-18 16:43:10,1,2,040002292109,Yogurt,1,1.29
955,2024-01-18 16:47:24,1,1,040001330902,Milk,1,3.49
955,2024-01-18 16:47:24,1,2,040001700597,Pasta,2,1.79
955,2024-01-18 16:47:24,1,3,040001774536,Pasta Sauce,1,3.29
955,2024-01-18 16:47:24,1,4,040002292109,Yogurt,2,1.29
956,2024-01-18 16:51:31,7,1,040000221817,Burger Buns,1,2.49
956,2024-01-18 16:51:31,7,2,040000369695,Chicken Breast,1,7.99
956,2024-01-18 16:51:31,7,3,040000739390,Ground Beef,1,6.49
956,2024-01-18 16:51:31,7,4,040001922414,Rice,2,4.49
957,2024-01-18 17:06:36,9,1,040000073939,Bananas,2,0.59
957,2024-01-18 17:06:36,9,2,040000147878,Bread,1,2.99
957,2024-01-18 17:06:36,9,3,040000591512,Eggs,1,4.29
957,2024-01-18 17:06:36,9,4,040001330902,Milk,1,3.49
957,2024-01-18 17:06:36,9,5,040001996353,Salsa,1,4.49
957,2024-01-18 17:06:36,9,6,040002144231,Tomatoes,2,2.99
957,2024-01-18 17:06:36,9,7,040002218170,Tortilla Chips,1,3.99
958,2024-01-18 17:15:33,4,1,040000073939,Bananas,1,0.59
958,2024-01-18 17:15:33,4,2,040001330902,Milk,3,3.49
959,2024-01-18 17:50:03,8,1,040000073939,Bananas,2,0.59
959,2024-01-18 17:50:03,8,2,040000665451,Frozen Pizza,1,5.99
959,2024-01-18 17:50:03,8,3,040001035146,Jelly,1,3.49
959,2024-01-18 17:50:03,8,4,040001848475,Peanut Butter,1,4.99
960,2024-01-18 17:58:47,2,1,040000295756,Carrots,1,1.49
960,2024-01-18 17:58:47,2,2,040000591512,Eggs,1,4.29
960,2024-01-18 17:58:47,2,3,040001404841,Onions,1,1.19
961,2024-01-18 18:09:01,9,1,040000665451,Frozen Pizza,3,5.99
961,2024-01-18 18:09:01,9,2,040001183024,Lettuce,1,1.99
962,2024-01-18 18:17:35,3,1,040000073939,Bananas,1,0.59
962,2024-01-18 18:17:35,3,2,040000147878,Bread,1,2.99
962,2024-01-18 18:17:35,3,3,040000591512,Eggs,1,4.29
962,2024-01-18 18:17:35,3,4,040001404841,Onions,3,1.19
962,2024-01-18 18:17:35,3,5,040002144231,Tomatoes,1,2.99
963,2024-01-18 18:18:59,2,1,040001330902,Milk,1,3.49
964,2024-01-18 18:20:01,6,1,040000517573,Dish Soap,1,3.99
964,2024-01-18 18:20:01,6,2,040000591512,Eggs,2,4.29
965,2024-01-18 18:23:40,8,1,040000073939,Bananas,3,0.59
965,2024-01-18 18:23:40,8,2,040000147878,Bread,1,2.99
965,2024-01-18 18:23:40,8,3,040001109085,Ketchup,1,2.99
965,2024-01-18 18:23:40,8,4,040001330902,Milk,1,3.49
965,2024-01-18 18:23:40,8,5,040001404841,Onions,1,1.19
966,2024-01-18 18:25:06,6,1,040000443634,Coffee Creamer,2,3.79
966,2024-01-18 18:25:06,6,2,040000813329,Ground Coffee,1,8.99
967,2024-01-18 18:32:35,2,1,040000073939,Bananas,2,0.59
967,2024-01-18 18:32:35,2,2,040000295756,Carrots,1,1.49
967,2024-01-18 18:32:35,2,3,040000887268,Guacamole,2,5.99
967,2024-01-18 18:32:35,2,4,040000961207,Ice Cream,1,4.99
967,2024-01-18 18:32:35,2,5,040001996353,Salsa,3,4.49
967,2024-01-18 18:32:35,2,6,040002070292,Soda,1,1.99
967,2024-01-18 18:32:35,2,7,040002218170,Tortilla Chips,1,3.99
968,2024-01-18 18:37:52,9,1,040000000000,Apples,1,2.49
968,2024-01-18 18:37:52,9,2,040000073939,Bananas,1,0.59
968,2024-01-18 18:37:52,9,3,040000147878,Bread,1,2.99
968,2024-01-18 18:37:52,9,4,040001330902,Milk,2,3.49
968,2024-01-18 18:37:52,9,5,040001626658,Parmesan,1,5.49
968,2024-01-18 18:37:52,9,6,040001700597,Pasta,1,1.79
968,2024-01-18 18:37:52,9,7,040001774536,Pasta Sauce,1,3.29
968,2024-01-18 18:37:52,9,8,040002292109,Yogurt,1,1.29
969,2024-01-18 18:40:54,10,1,040000591512,Eggs,3,4.29
969,2024-01-18 18:40:54,10,2,040001552719,Paper Towels,1,6.49
969,2024-01-18 18:40:54,10,3,040001996353,Salsa,1,4.49
969,2024-01-18 18:40:54,10,4,040002218170,Tortilla Chips,2,3.99
970,2024-01-18 18:55:14,10,1,040000147878,Bread,2,2.99
970,2024-01-18 18:55:14,10,2,040000887268,Guacamole,1,5.99
970,2024-01-18 18:55:14,10,3,040001996353,Salsa,1,4.49
970,2024-01-18 18:55:14,10,4,040002218170,Tortilla Chips,1,3.99
971,2024-01-18 19:00:20,3,1,040000073939,Bananas,1,0.59
971,2024-01-18 19:00:20,3,2,040000147878,Bread,2,2.99
971,2024-01-18 19:00:20,3,3,040000295756,Carrots,1,1.49
971,2024-01-18 19:00:20,3,4,040000369695,Chicken Breast,1,7.99
972,2024-01-18 19:00:29,10,1,040000073939,Bananas,1,0.59
972,2024-01-18 19:00:29,10,2,040000221817,Burger Buns,1,2.49
972,2024-01-18 19:00:29,10,3,040000739390,Ground Beef,3,6.49
972,2024-01-18 19:00:29,10,4,040001330902,Milk,1,3.49
972,2024-01-18 19:00:29,10,5,040001922414,Rice,2,4.49
973,2024-01-18 19:02:39,4,1,040000073939,Bananas,2,0.59
973,2024-01-18 19:02:39,4,2,040000591512,Eggs,1,4.29
973,2024-01-18 19:02:39,4,3,040001035146,Jelly,1,3.49
973,2024-01-18 19:02:39,4,4,040001848475,Peanut Butter,2,4.99
973,2024-01-18 19:02:39,4,5,040002144231,Tomatoes,1,2.99
974,2024-01-18 19:03:41,9,1,040000073939,Bananas,1,0.59
974,2024-01-18 19:03:41,9,2,040000147878,Bread,2,2.99
974,2024-01-18 19:03:41,9,3,040001330902,Milk,1,3.49
974,2024-01-18 19:03:41,9,4,040001996353,Salsa,1,4.49
974,2024-01-18 19:03:41,9,5,040002218170,Tortilla Chips,1,3.99
975,2024-01-18 19:21:42,6,1,040000073939,Bananas,1,0.59
975,2024-01-18 19:21:42,6,2,040000295756,Carrots,2,1.49
975,2024-01-18 19:21:42,6,3,040000443634,Coffee Creamer,1,3.79
975,2024-01-18 19:21:42,6,4,040000813329,Ground Coffee,1,8.99
975,2024-01-18 19:21:42,6,5,040001183024,Lettuce,1,1.99
976,2024-01-18 19:23:28,10,1,040000369695,Chicken Breast,1,7.99
976,2024-01-18 19:23:28,10,2,040001330902,Milk,1,3.49
976,2024-01-18 19:23:28,10,3,040001996353,Salsa,1,4.49
976,2024-01-18 19:23:28,10,4,040002218170,Tortilla Chips,3,3.99
977,2024-01-18 20:25:51,5,1,040000073939,Bananas,1,0.59
977,2024-01-18 20:25:51,5,2,040001330902,Milk,1,3.49
977,2024-01-18 20:25:51,5,3,040001404841,Onions,2,1.19
977,2024-01-18 20:25:51,5,4,040001996353,Salsa,1,4.49
977,2024-01-18 20:25:51,5,5,040002070292,Soda,1,1.99
977,2024-01-18 20:25:51,5,6,040002218170,Tortilla Chips,1,3.99
978,2024-01-18 20:33:36,7,1,040000073939,Bananas,2,0.59
978,2024-01-18 20:33:36,7,2,040001922414,Rice,2,4.49
978,2024-01-18 20:33:36,7,3,040001996353,Salsa,3,4.49
978,2024-01-18 20:33:36,7,4,040002070292,Soda,2,1.99
978,2024-01-18 20:33:36,7,5,040002218170,Tortilla Chips,1,3.99
979,2024-01-18 20:34:28,10,1,040000073939,Bananas,1,0.59
980,2024-01-18 20:45:26,5,1,040000073939,Bananas,1,0.59
980,2024-01-18 20:45:26,5,2,040000443634,Coffee Creamer,3,3.79
980,2024-01-18 20:45:26,5,3,040000591512,Eggs,1,4.29
980,2024-01-18 20:45:26,5,4,040000813329,Ground Coffee,2,8.99
981,2024-01-18 20:55:05,8,1,040000073939,Bananas,1,0.59
981,2024-01-18 20:55:05,8,2,040000591512,Eggs,1,4.29
981,2024-01-18 20:55:05,8,3,040001330902,Milk,1,3.49
982,2024-01-18 21:10:17,9,1,040000221817,Burger Buns,2,2.49
982,2024-01-18 21:10:17,9,2,040000739390,Ground Beef,1,6.49
982,2024-01-18 21:10:17,9,3,040001109085,Ketchup,2,2.99
983,2024-01-18 21:12:29,10,1,040000073939,Bananas,1,0.59
983,2024-01-18 21:12:29,10,2,040000295756,Carrots,1,1.49
983,2024-01-18 21:12:29,10,3,040000591512,Eggs,3,4.29
984,2024-01-18 21:24:52,5,1,040000221817,Burger Buns,2,2.49
984,2024-01-18 21:24:52,5,2,040000739390,Ground Beef,2,6.49
984,2024-01-18 21:24:52,5,3,040000961207,Ice Cream,1,4.99
984,2024-01-18 21:24:52,5,4,040001330902,Milk,1,3.49
984,2024-01-18 21:24:52,5,5,040001552719,Paper Towels,2,6.49
985,2024-01-18 21:59:59,8,1,040000073939,Bananas,1,0.59
985,2024-01-18 21:59:59,8,2,040000517573,Dish Soap,1,3.99
985,2024-01-18 21:59:59,8,3,040000591512,Eggs,3,4.29
985,2024-01-18 21:59:59,8,4,040000887268,Guacamole,3,5.99
985,2024-01-18 21:59:59,8,5,040001996353,Salsa,2,4.49
985,2024-01-18 21:59:59,8,6,040002070292,Soda,1,1.99
985,2024-01-18 21:59:59,8,7,040002218170,Tortilla Chips,1,3.99
986,2024-01-19 07:08:17,10,1,040000073939,Bananas,2,0.59
986,2024-01-19 07:08:17,10,2,040000147878,Bread,1,2.99
986,2024-01-19 07:08:17,10,3,040000665451,Frozen Pizza,1,5.99
986,2024-01-19 07:08:17,10,4,040001330902,Milk,1,3.49
986,2024-01-19 07:08:17,10,5,040001700597,Pasta,1,1.79
986,2024-01-19 07:08:17,10,6,040001774536,Pasta Sauce,1,3.29
987,2024-01-19 07:14:08,7,1,040000591512,Eggs,1,4.29
987,2024-01-19 07:14:08,7,2,040000887268,Guacamole,3,5.99
987,2024-01-19 07:14:08,7,3,040001183024,Lettuce,2,1.99
987,2024-01-19 07:14:08,7,4,040001330902,Milk,1,3.49
987,2024-01-19 07:14:08,7,5,040001996353,Salsa,1,4.49
987,2024-01-19 07:14:08,7,6,040002218170,Tortilla Chips,1,3.99
988,2024-01-19 07:38:28,6,1,040000000000,Apples,1,2.49
988,2024-01-19 07:38:28,6,2,040002144231,Tomatoes,1,2.99
989,2024-01-19 07:42:38,5,1,040000591512,Eggs,1,4.29
989,2024-01-19 07:42:38,5,2,040000961207,Ice Cream,2,4.99
